_ID,_VALUE,LibType:string[],#LibComment:string,Reward:id[],LibSecond:int,LibNum:int[],Weight:int[],Follow:id[],FollowRate:int[]
DUNGEON_LIB_EVENT_THEME_MAGICFOREST_DOCTOR_OWL_01,40071,Event,猫头鹰博士-主线,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL,1,-1,5,None,0
DUNGEON_LIB_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_GROUP_01,40072,Event,猫头鹰博士主线问题A1,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_01,3,1,5,None,0
,,Event,猫头鹰博士主线问题B1,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_02,,1,5,None,0
,,Event,猫头鹰博士主线问题C1,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_03,,1,5,None,0
DUNGEON_LIB_EVENT_THEME_MAGICFOREST_DOCTOR_OWL_02,40073,Event,猫头鹰博士-问答,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_2,1,-1,5,None,0
DUNGEON_LIB_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_GROUP_02,40074,Event,猫头鹰博士主线问题4,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_04,3,1,5,None,0
,,Event,猫头鹰博士主线问题5,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_05,,1,5,None,0
,,Event,猫头鹰博士主线问题6,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_06,,1,5,None,0
,,Event,猫头鹰博士主线问题7,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_07,,1,5,None,0
,,Event,猫头鹰博士主线问题8,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_08,,1,5,None,0
,,Event,猫头鹰博士主线问题9,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_09,,1,5,None,0
,,Event,猫头鹰博士主线问题10,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_10,,1,5,None,0
,,Event,猫头鹰博士主线问题11,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_11,,1,5,None,0
,,Event,猫头鹰博士主线问题12,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_12,,1,5,None,0
,,Event,猫头鹰博士主线问题13,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_13,,1,5,None,0
,,Event,猫头鹰博士主线问题14,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_14,,1,5,None,0
,,Event,猫头鹰博士主线问题15,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_15,,1,5,None,0
,,Event,猫头鹰博士主线问题16,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_16,,1,5,None,0
,,Event,猫头鹰博士主线问题17,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_17,,1,5,None,0
,,Event,猫头鹰博士主线问题18,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_18,,1,5,None,0
,,Event,猫头鹰博士主线问题19,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_19,,1,5,None,0
,,Event,猫头鹰博士主线问题20,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_20,,1,5,None,0
,,Event,猫头鹰博士主线问题21,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_21,,1,5,None,0
,,Event,猫头鹰博士主线问题22,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_22,,1,5,None,0
,,Event,猫头鹰博士主线问题23,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_23,,1,5,None,0
,,Event,猫头鹰博士主线问题24,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_24,,1,5,None,0
,,Event,猫头鹰博士主线问题25,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_25,,1,5,None,0
,,Event,猫头鹰博士主线问题26,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_26,,1,5,None,0
,,Event,猫头鹰博士主线问题27,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_27,,1,5,None,0
,,Event,猫头鹰博士主线问题28,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_28,,1,5,None,0
,,Event,猫头鹰博士主线问题29,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_29,,1,5,None,0
,,Event,猫头鹰博士主线问题30,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_30,,1,5,None,0
,,Event,猫头鹰博士主线问题31,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_31,,1,5,None,0
,,Event,猫头鹰博士主线问题32,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_32,,1,5,None,0
,,Event,猫头鹰博士主线问题33,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_33,,1,5,None,0
,,Event,猫头鹰博士主线问题34,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_34,,1,5,None,0
,,Event,猫头鹰博士主线问题35,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_35,,1,5,None,0
,,Event,猫头鹰博士主线问题36,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_36,,1,5,None,0
,,Event,猫头鹰博士主线问题37,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_37,,1,5,None,0
,,Event,猫头鹰博士主线问题38,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_38,,1,5,None,0
,,Event,猫头鹰博士主线问题39,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_39,,1,5,None,0
,,Event,猫头鹰博士主线问题40,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_40,,1,5,None,0
,,Event,猫头鹰博士主线问题41,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_41,,1,5,None,0
,,Event,猫头鹰博士主线问题42,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_42,,1,5,None,0
,,Event,猫头鹰博士主线问题43,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_43,,1,5,None,0
,,Event,猫头鹰博士主线问题44,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_44,,1,5,None,0
,,Event,猫头鹰博士主线问题45,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_45,,1,5,None,0
,,Event,猫头鹰博士主线问题46,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_46,,1,5,None,0
,,Event,猫头鹰博士主线问题47,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_47,,1,5,None,0
,,Event,猫头鹰博士主线问题48,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_48,,1,5,None,0
,,Event,猫头鹰博士主线问题49,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_49,,1,5,None,0
,,Event,猫头鹰博士主线问题50,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_50,,1,5,None,0
,,Event,猫头鹰博士主线问题51,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_51,,1,5,None,0
,,Event,猫头鹰博士主线问题52,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_52,,1,5,None,0
,,Event,猫头鹰博士主线问题53,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_53,,1,5,None,0
,,Event,猫头鹰博士主线问题54,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_54,,1,5,None,0
,,Event,猫头鹰博士主线问题55,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_55,,1,5,None,0
,,Event,猫头鹰博士主线问题56,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_56,,1,5,None,0
,,Event,猫头鹰博士主线问题57,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_57,,1,5,None,0
,,Event,猫头鹰博士主线问题58,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_58,,1,5,None,0
,,Event,猫头鹰博士主线问题59,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_59,,1,5,None,0
,,Event,猫头鹰博士主线问题60,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_60,,1,5,None,0
,,Event,猫头鹰博士主线问题61,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_61,,1,5,None,0
,,Event,猫头鹰博士主线问题62,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_62,,1,5,None,0
,,Event,猫头鹰博士主线问题63,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_63,,1,5,None,0
,,Event,猫头鹰博士主线问题64,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_64,,1,5,None,0
,,Event,猫头鹰博士主线问题65,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_65,,1,5,None,0
,,Event,猫头鹰博士主线问题66,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_66,,1,5,None,0
,,Event,猫头鹰博士主线问题67,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_67,,1,5,None,0
,,Event,猫头鹰博士主线问题68,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_68,,1,5,None,0
,,Event,猫头鹰博士主线问题69,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_69,,1,5,None,0
,,Event,猫头鹰博士主线问题70,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_70,,1,5,None,0
,,Event,猫头鹰博士主线问题71,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_71,,1,5,None,0
,,Event,猫头鹰博士主线问题72,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_72,,1,5,None,0
,,Event,猫头鹰博士主线问题73,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_73,,1,5,None,0
,,Event,猫头鹰博士主线问题74,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_74,,1,5,None,0
,,Event,猫头鹰博士主线问题75,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_75,,1,5,None,0
,,Event,猫头鹰博士主线问题76,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_76,,1,5,None,0
,,Event,猫头鹰博士主线问题77,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_77,,1,5,None,0
,,Event,猫头鹰博士主线问题78,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_78,,1,5,None,0
,,Event,猫头鹰博士主线问题79,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_79,,1,5,None,0
,,Event,猫头鹰博士主线问题80,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_80,,1,5,None,0
,,Event,猫头鹰博士主线问题81,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_QUESTION_81,,1,5,None,0
DUNGEON_LIB_EVENT_THEME_MAGICFOREST_DOCTOR_OWL_03,40075,Event,破碎石碑,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_3,1,-1,5,None,0
DUNGEON_LIB_EVENT_THEME_MAGICFOREST_DOCTOR_OWL_04,40076,Event,猫头鹰博士-真相,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_4,1,1,5,DUNGEON_LIB_EVENT_INQUIRY_FOREST2_DARK_ILLUSION_1,10000
DUNGEON_LIB_EVENT_THEME_FOREST_DOCTOR_OWL_TRUTH_GROUP_01,40077,Event,迷幻之王主线问题A1,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_TRUTH_01,3,1,5,None,0
,,Event,迷幻之王主线问题B1,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_TRUTH_02,,1,5,None,0
,,Event,迷幻之王主线问题C1,DUNGEON_EVENT_THEME_FOREST_DOCTOR_OWL_TRUTH_03,,1,5,None,0
DUNGEON_LIB_EVENT_INQUIRY_FOREST2_DARK_ILLUSION_1,40078,Event,迷幻之王事件,DUNGEON_EVENT_INQUIRY_FOREST2_DARK_ILLUSION_1,1,1,5,None,0
DUNGEON_LIB_EVENT_THEME_PORTAL_01,40079,Event,传送点1,DUNGEON_EVENT_THEME_PORTAL_01,1,1,5,None,0
DUNGEON_LIB_EVENT_THEME_PORTAL_02,40080,Event,传送点2,DUNGEON_EVENT_THEME_PORTAL_02,1,1,5,None,0
DUNGEON_LIB_EVENT_THEME_PORTAL_03,40081,Event,传送点3,DUNGEON_EVENT_THEME_PORTAL_03,1,1,5,None,0
DUNGEON_LIB_EVENT_THEME_PORTAL_04,40082,Event,传送点4,DUNGEON_EVENT_THEME_PORTAL_04,1,1,5,None,0
DUNGEON_LIB_EVENT_THEME_PORTAL_05,40083,Event,传送点5,DUNGEON_EVENT_THEME_PORTAL_05,1,1,5,None,0
DUNGEON_LIB_EVENT_THEME_PORTAL_TARGET_01,40084,Event,传送目标点1,DUNGEON_EVENT_THEME_PORTAL_TARGET_01,1,1,5,None,0
DUNGEON_LIB_EVENT_THEME_PORTAL_TARGET_02,40085,Event,传送目标点2,DUNGEON_EVENT_THEME_PORTAL_TARGET_02,1,1,5,None,0
DUNGEON_LIB_EVENT_THEME_PORTAL_TARGET_03,40086,Event,传送目标点3,DUNGEON_EVENT_THEME_PORTAL_TARGET_03,1,1,5,None,0
DUNGEON_LIB_EVENT_THEME_PORTAL_TARGET_04,40087,Event,传送目标点4,DUNGEON_EVENT_THEME_PORTAL_TARGET_04,1,1,5,None,0
DUNGEON_LIB_EVENT_THEME_PORTAL_TARGET_05,40088,Event,传送目标点5,DUNGEON_EVENT_THEME_PORTAL_TARGET_05,1,1,5,None,0
DUNGEON_LIB_EVENT_THEME_PORTAL_BRAMBLES_01,40089,Event,熔岩荆棘,DUNGEON_EVENT_THEME_PORTAL_BRAMBLES_01,1,1,5,None,0
DUNGEON_LIB_EVENT_THEME_LAVAFIELD_LAVASTONESHOP_01,40090,Event,工匠1,DUNGEON_EVENT_THEME_LAVAFIELD_LAVASTONESHOP_01,1,-1,5,None,0
DUNGEON_LIB_EVENT_THEME_LAVAFIELD_LAVASTONESHOP_02,40091,Event,工匠2,DUNGEON_EVENT_THEME_LAVAFIELD_LAVASTONESHOP_02,1,-1,5,None,0
DUNGEON_LIB_MONSTER_GROUP_001,50028,Monster,海底_蓝紫魔物随机,DUNGEON_MONSTER_RANDOM_01,1,1,5,DUNGEON_LIB_EVENT_TEST_021,2000
DUNGEON_LIB_MONSTER_GROUP_002,50029,Monster,海底_紫魔物随机,DUNGEON_MONSTER_RANDOM_02,1,1,5,DUNGEON_LIB_EVENT_TEST_021,2000
DUNGEON_LIB_MONSTER_GROUP_003,50030,Monster,海底_紫橙魔物随机,DUNGEON_MONSTER_RANDOM_03,1,1,5,DUNGEON_LIB_EVENT_TEST_021,2000
DUNGEON_LIB_MONSTER_GROUP_004,50031,Monster,海底_橙魔物随机,DUNGEON_MONSTER_RANDOM_04,1,1,5,DUNGEON_LIB_EVENT_TEST_021,2000
DUNGEON_LIB_MONSTER_GROUP_005,50032,Monster,海底_全部形象,DUNGEON_MONSTER_RANDOM_05,1,1,5,DUNGEON_LIB_EVENT_TEST_021,2000
DUNGEON_LIB_MONSTER_BOSS_01,50033,Monster,BOSS白素贞普通,DUNGEON_MONSTER_BOSS_01,1,1,10,DUNGEON_LIB_EVENT_TEST_021,2000
DUNGEON_LIB_MONSTER_BOSS_02,50034,Monster,BOSS皮里恩普通,DUNGEON_MONSTER_BOSS_02,1,1,10,DUNGEON_LIB_EVENT_TEST_021,2000
DUNGEON_LIB_MONSTER_BOSS_03,50035,Monster,BOSS海盗之王普通,DUNGEON_MONSTER_BOSS_03,1,1,10,DUNGEON_LIB_EVENT_TEST_021,2000
DUNGEON_LIB_MONSTER_BOSS_04,50036,Monster,BOSS乌龟将军普通,DUNGEON_MONSTER_BOSS_04,1,1,10,DUNGEON_LIB_EVENT_TEST_021,2000
DUNGEON_LIB_MONSTER_BOSS_11,50037,Monster,BOSS白素贞困难,DUNGEON_MONSTER_BOSS_11,1,1,10,DUNGEON_LIB_EVENT_TEST_021,2000
DUNGEON_LIB_MONSTER_BOSS_12,50038,Monster,BOSS皮里恩困难,DUNGEON_MONSTER_BOSS_12,1,1,10,DUNGEON_LIB_EVENT_TEST_021,2000
DUNGEON_LIB_MONSTER_BOSS_13,50039,Monster,BOSS海盗之王困难,DUNGEON_MONSTER_BOSS_13,1,1,10,DUNGEON_LIB_EVENT_TEST_021,2000
DUNGEON_LIB_MONSTER_BOSS_14,50040,Monster,BOSS乌龟将军困难,DUNGEON_MONSTER_BOSS_14,1,1,10,DUNGEON_LIB_EVENT_TEST_021,2000
DUNGEON_LIB_MONSTER_GROUP_NEW_001,50041,Monster,普通随机1,DUNGEON_MONSTER_GROUP_001,1,1,10,DUNGEON_LIB_EVENT_TEST_021,2000
DUNGEON_LIB_MONSTER_GROUP_NEW_002,50042,Monster,普通随机2,DUNGEON_MONSTER_GROUP_002,1,1,10,DUNGEON_LIB_EVENT_TEST_021,2000
DUNGEON_LIB_MONSTER_GROUP_NEW_003,50043,Monster,普通随机3,DUNGEON_MONSTER_GROUP_003,1,1,10,DUNGEON_LIB_EVENT_TEST_021,2000
DUNGEON_LIB_MONSTER_GROUP_NEW_004,50044,Monster,普通随机4,DUNGEON_MONSTER_GROUP_004,1,1,10,DUNGEON_LIB_EVENT_TEST_021,2000
DUNGEON_LIB_MONSTER_GROUP_NEW_005,50045,Monster,普通随机5,DUNGEON_MONSTER_GROUP_005,1,1,10,DUNGEON_LIB_EVENT_TEST_021,2000
DUNGEON_LIB_MONSTER_GROUP_NEW_006,50046,Monster,普通随机6,DUNGEON_MONSTER_GROUP_006,1,1,10,DUNGEON_LIB_EVENT_TEST_021,2000
DUNGEON_LIB_MONSTER_GROUP_NEW_007,50047,Monster,普通随机7,DUNGEON_MONSTER_GROUP_007,1,1,10,DUNGEON_LIB_EVENT_TEST_021,2000
DUNGEON_LIB_MONSTER_GROUP_NEW_008,50048,Monster,普通随机8,DUNGEON_MONSTER_GROUP_008,1,1,10,DUNGEON_LIB_EVENT_TEST_021,2000
DUNGEON_LIB_MONSTER_GROUP_NEW_009,50049,Monster,普通随机9,DUNGEON_MONSTER_GROUP_009,1,1,10,DUNGEON_LIB_EVENT_TEST_021,2000
DUNGEON_LIB_MONSTER_GROUP_NEW_010,50050,Monster,普通随机10,DUNGEON_MONSTER_GROUP_010,1,1,10,DUNGEON_LIB_EVENT_TEST_021,2000
DUNGEON_LIB_MONSTER_GROUP_NEW_011,50051,Monster,普通随机11,DUNGEON_MONSTER_GROUP_011,1,1,10,DUNGEON_LIB_EVENT_TEST_021,2000
DUNGEON_LIB_MONSTER_GROUP_NEW_012,50052,Monster,普通随机12,DUNGEON_MONSTER_GROUP_012,1,1,10,DUNGEON_LIB_EVENT_TEST_021,2000
DUNGEON_LIB_MONSTER_GROUP_NEW_013,50053,Monster,普通随机13,DUNGEON_MONSTER_GROUP_013,1,1,10,DUNGEON_LIB_EVENT_TEST_021,2000
DUNGEON_LIB_MONSTER_GROUP_NEW_014,50054,Monster,普通随机14,DUNGEON_MONSTER_GROUP_014,1,1,10,DUNGEON_LIB_EVENT_TEST_021,2000
DUNGEON_LIB_MONSTER_GROUP_NEW_015,50055,Monster,普通随机15,DUNGEON_MONSTER_GROUP_015,1,1,10,DUNGEON_LIB_EVENT_TEST_021,2000
DUNGEON_LIB_MONSTER_GROUP_NEW_016,50056,Monster,普通随机16,DUNGEON_MONSTER_GROUP_016,1,1,10,DUNGEON_LIB_EVENT_TEST_021,2000
DUNGEON_LIB_MONSTER_GROUP_NEW_017,50057,Monster,普通随机17,DUNGEON_MONSTER_GROUP_017,1,1,10,DUNGEON_LIB_EVENT_TEST_021,2000
DUNGEON_LIB_MONSTER_GROUP_NEW_018,50058,Monster,普通随机18,DUNGEON_MONSTER_GROUP_018,1,1,10,DUNGEON_LIB_EVENT_TEST_021,2000
DUNGEON_LIB_MONSTER_BOSS_05,50059,Monster,BOSS月夜猫普通,DUNGEON_MONSTER_BOSS_05,1,1,10,DUNGEON_LIB_EVENT_TEST_021,2000
DUNGEON_LIB_MONSTER_BOSS_15,50060,Monster,BOSS月夜猫困难,DUNGEON_MONSTER_BOSS_15,1,1,10,DUNGEON_LIB_EVENT_TEST_021,2000
DUNGEON_LIB_DESERT_MONSTER_GROUP_001,50061,Monster,沙漠_蓝紫魔物随机,DUNGEON_DESERT_MONSTER_RANDOM_01,1,1,10,DUNGEON_LIB_EVENT_TEST_021,2000
DUNGEON_LIB_DESERT_MONSTER_GROUP_002,50062,Monster,沙漠_紫魔物随机,DUNGEON_DESERT_MONSTER_RANDOM_02,1,1,10,DUNGEON_LIB_EVENT_TEST_021,2000
DUNGEON_LIB_DESERT_MONSTER_GROUP_003,50063,Monster,沙漠_紫橙魔物随机,DUNGEON_DESERT_MONSTER_RANDOM_03,1,1,10,DUNGEON_LIB_EVENT_TEST_021,2000
DUNGEON_LIB_DESERT_MONSTER_GROUP_004,50064,Monster,沙漠_橙魔物随机,DUNGEON_DESERT_MONSTER_RANDOM_04,1,1,10,DUNGEON_LIB_EVENT_TEST_021,2000
DUNGEON_LIB_DESERT_MONSTER_GROUP_005,50065,Monster,沙漠_全部形象,DUNGEON_DESERT_MONSTER_RANDOM_05,1,1,10,DUNGEON_LIB_EVENT_TEST_021,2000
DUNGEON_LIB_MONSTER_BOSS_DESERT_01,50066,Monster,BOSS嗒妮小姐普通,DUNGEON_MONSTER_BOSS_DESERT_01,1,1,10,DUNGEON_LIB_EVENT_TEST_021,2000
DUNGEON_LIB_MONSTER_BOSS_DESERT_02,50067,Monster,BOSS兽人英雄普通,DUNGEON_MONSTER_BOSS_DESERT_02,1,1,10,DUNGEON_LIB_EVENT_TEST_021,2000
DUNGEON_LIB_MONSTER_BOSS_DESERT_03,50068,Monster,BOSS奥塔群卡普通,DUNGEON_MONSTER_BOSS_DESERT_03,1,1,10,DUNGEON_LIB_EVENT_TEST_021,2000
DUNGEON_LIB_MONSTER_BOSS_DESERT_04,50069,Monster,BOSS邪骸浪人普通,DUNGEON_MONSTER_BOSS_DESERT_04,1,1,10,DUNGEON_LIB_EVENT_TEST_021,2000
DUNGEON_LIB_MONSTER_BOSS_DESERT_05,50070,Monster,BOSS俄赛里斯普通,DUNGEON_MONSTER_BOSS_DESERT_05,1,1,10,DUNGEON_LIB_EVENT_TEST_021,2000
DUNGEON_LIB_MONSTER_BOSS_DESERT_11,50071,Monster,BOSS嗒妮小姐困难,DUNGEON_MONSTER_BOSS_DESERT_11,1,1,10,DUNGEON_LIB_EVENT_TEST_021,2000
DUNGEON_LIB_MONSTER_BOSS_DESERT_12,50072,Monster,BOSS兽人英雄困难,DUNGEON_MONSTER_BOSS_DESERT_12,1,1,10,DUNGEON_LIB_EVENT_TEST_021,2000
DUNGEON_LIB_MONSTER_BOSS_DESERT_13,50073,Monster,BOSS奥塔群卡困难,DUNGEON_MONSTER_BOSS_DESERT_13,1,1,10,DUNGEON_LIB_EVENT_TEST_021,2000
DUNGEON_LIB_MONSTER_BOSS_DESERT_14,50074,Monster,BOSS邪骸浪人困难,DUNGEON_MONSTER_BOSS_DESERT_14,1,1,10,DUNGEON_LIB_EVENT_TEST_021,2000
DUNGEON_LIB_MONSTER_BOSS_DESERT_15,50075,Monster,BOSS俄赛里斯困难,DUNGEON_MONSTER_BOSS_DESERT_15,1,1,10,DUNGEON_LIB_EVENT_TEST_021,2000
DUNGEON_LIB_GLACIER_MONSTER_RANDOM_01,50076,Monster,冰川_蓝紫魔物随机,DUNGEON_GLACIER_MONSTER_RANDOM_01,1,1,10,DUNGEON_LIB_EVENT_TEST_021,2000
DUNGEON_LIB_GLACIER_MONSTER_RANDOM_02,50077,Monster,冰川_紫魔物随机,DUNGEON_GLACIER_MONSTER_RANDOM_02,1,1,10,DUNGEON_LIB_EVENT_TEST_021,2000
DUNGEON_LIB_GLACIER_MONSTER_RANDOM_03,50078,Monster,冰川_紫橙魔物随机,DUNGEON_GLACIER_MONSTER_RANDOM_03,1,1,10,DUNGEON_LIB_EVENT_TEST_021,2000
DUNGEON_LIB_GLACIER_MONSTER_RANDOM_04,50079,Monster,冰川_橙魔物随机,DUNGEON_GLACIER_MONSTER_RANDOM_04,1,1,10,DUNGEON_LIB_EVENT_TEST_021,2000
DUNGEON_LIB_GLACIER_MONSTER_RANDOM_05,50080,Monster,冰川_全部形象,DUNGEON_GLACIER_MONSTER_RANDOM_05,1,1,10,DUNGEON_LIB_EVENT_TEST_021,2000
DUNGEON_LIB_GLACIER_BOSS_DESERT_01,50081,Monster,BOSS普通05,DUNGEON_MONSTER_BOSS_GLACIER_01,1,1,10,DUNGEON_LIB_EVENT_TEST_021,2000
DUNGEON_LIB_GLACIER_BOSS_DESERT_02,50082,Monster,BOSS普通10,DUNGEON_MONSTER_BOSS_GLACIER_02,1,1,10,DUNGEON_LIB_EVENT_TEST_021,2000
DUNGEON_LIB_GLACIER_BOSS_DESERT_03,50083,Monster,BOSS普通15,DUNGEON_MONSTER_BOSS_GLACIER_03,1,1,10,DUNGEON_LIB_EVENT_TEST_021,2000
DUNGEON_LIB_GLACIER_BOSS_DESERT_04,50084,Monster,BOSS普通20,DUNGEON_MONSTER_BOSS_GLACIER_04,1,1,10,DUNGEON_LIB_EVENT_TEST_021,2000
DUNGEON_LIB_GLACIER_BOSS_DESERT_11,50085,Monster,BOSS困难05,DUNGEON_MONSTER_BOSS_GLACIER_11,1,1,10,DUNGEON_LIB_EVENT_TEST_021,2000
DUNGEON_LIB_GLACIER_BOSS_DESERT_12,50086,Monster,BOSS困难10,DUNGEON_MONSTER_BOSS_GLACIER_12,1,1,10,DUNGEON_LIB_EVENT_TEST_021,2000
DUNGEON_LIB_GLACIER_BOSS_DESERT_13,50087,Monster,BOSS困难15,DUNGEON_MONSTER_BOSS_GLACIER_13,1,1,10,DUNGEON_LIB_EVENT_TEST_021,2000
DUNGEON_LIB_GLACIER_BOSS_DESERT_14,50088,Monster,BOSS困难20,DUNGEON_MONSTER_BOSS_GLACIER_14,1,1,10,DUNGEON_LIB_EVENT_TEST_021,2000
DUNGEON_LIB_MAGICFOREST2_BOSS_DESERT_01,50089,Monster,迷幻森林上普通05,DUNGEON_MONSTER_BOSS_MAGICFOREST2_01,1,1,10,DUNGEON_LIB_EVENT_TEST_021,2000
DUNGEON_LIB_MAGICFOREST2_BOSS_DESERT_02,50090,Monster,迷幻森林上普通10,DUNGEON_MONSTER_BOSS_MAGICFOREST2_02,1,1,10,DUNGEON_LIB_EVENT_TEST_021,2000
DUNGEON_LIB_MAGICFOREST2_BOSS_DESERT_03,50091,Monster,迷幻森林上普通15,DUNGEON_MONSTER_BOSS_MAGICFOREST2_03,1,1,10,DUNGEON_LIB_EVENT_TEST_021,2000
