_ID,_VALUE,#ManualTips:string,ManualMapInfo:string[][],PortalEventLib:id[],PortalLayer:int[],PortalTarget:id[],ManualEnemyMonsterLib:id[],ManualEnemySpecialEffectLib:id[],ManualEnemyMVP:bool[],ManualKeyInfo:int[],ManualItemLib:id[],ManualEventLib:id[],ManualDefaultOpenInfo:string[][],ManualEnemyMonsterNum:int[],ManualEnemyMonsterNumMVP:int[],MonsterAttrLevel:int[],MonsterStar:int[],MonsterHpRate:int[],MonsterAttackRate:int[],ScrollStar:int[],ScrollHpRate:int[],ScrollAttackRate:int[],UsedMonsterAttrLevel:int[],UsedMonsterStar:int[],UsedMonsterHpRate:int[],UsedMonsterAttackRate:int[],UsedScrollStar:int[],UsedScrollHpRate:int[],UsedScrollAttackRate:int[]
DUNGEON_MANUAL_GENERATE_TEMPLATE_TEST_012,10022,怪物测试,I#E#M#M#M#N#N,,,,DUNGEON_LIB_MONSTER_TEST_040,None,TRUE,1,,DUNGEON_LIB_EVENT_THEME_ADVENTURER_SQUAD_1,F|F|F|F|F|F|F,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,N#M#M#M#N#N#N,,,,DUNGEON_LIB_MONSTER_TEST_040,None,FALSE,0,,,F|F|F|F|F|F|F,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,N#N#M#N#N#N#N,,,,DUNGEON_LIB_MONSTER_TEST_040,None,FALSE,0,,,F|F|F|F|F|F|F,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,N#N#N#N#N#N#N,,,,DUNGEON_LIB_MONSTER_TEST_040,None,FALSE,0,,,F|F|F|F|F|F|F,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,N#N#N#N#N#M#N,,,,DUNGEON_LIB_MONSTER_TEST_040,None,FALSE,0,,,F|F|F|T|T|T|T,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,N#N#N#N#M#M#M,,,,DUNGEON_LIB_MONSTER_TEST_040,None,FALSE,0,,,F|F|F|T|T|T|T,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,N#N#N#N#N#M#O,,,,DUNGEON_LIB_MONSTER_TEST_040,None,FALSE,0,,,F|F|F|T|T|T|T,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,DUNGEON_LIB_MONSTER_TEST_040,None,FALSE,0,,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,DUNGEON_LIB_MONSTER_TEST_040,None,FALSE,0,,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,DUNGEON_LIB_MONSTER_TEST_040,None,FALSE,0,,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,DUNGEON_LIB_MONSTER_TEST_040,None,FALSE,0,,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,DUNGEON_LIB_MONSTER_TEST_040,None,FALSE,0,,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,DUNGEON_LIB_MONSTER_TEST_040,None,FALSE,0,,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,DUNGEON_LIB_MONSTER_TEST_040,None,FALSE,0,,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,DUNGEON_LIB_MONSTER_TEST_040,None,FALSE,0,,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,DUNGEON_LIB_MONSTER_TEST_040,None,FALSE,0,,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,DUNGEON_LIB_MONSTER_TEST_040,None,FALSE,0,,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,DUNGEON_LIB_MONSTER_TEST_040,None,FALSE,0,,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,DUNGEON_LIB_MONSTER_TEST_040,None,FALSE,0,,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,DUNGEON_LIB_MONSTER_TEST_040,None,FALSE,0,,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,DUNGEON_LIB_MONSTER_TEST_040,None,FALSE,0,,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,DUNGEON_LIB_MONSTER_TEST_040,None,FALSE,0,,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,DUNGEON_LIB_MONSTER_TEST_040,None,FALSE,0,,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,DUNGEON_LIB_MONSTER_TEST_040,None,FALSE,0,,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,DUNGEON_LIB_MONSTER_TEST_040,None,FALSE,0,,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,DUNGEON_LIB_MONSTER_TEST_040,None,FALSE,0,,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,DUNGEON_LIB_MONSTER_TEST_040,None,FALSE,0,,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,DUNGEON_LIB_MONSTER_TEST_040,None,FALSE,0,,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,DUNGEON_LIB_MONSTER_TEST_040,None,FALSE,0,,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,DUNGEON_LIB_MONSTER_TEST_040,None,FALSE,0,,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,DUNGEON_LIB_MONSTER_TEST_040,None,FALSE,0,,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,DUNGEON_LIB_MONSTER_TEST_040,None,FALSE,0,,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,DUNGEON_LIB_MONSTER_TEST_040,None,FALSE,0,,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,DUNGEON_LIB_MONSTER_TEST_040,None,FALSE,0,,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,DUNGEON_LIB_MONSTER_TEST_040,None,FALSE,0,,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,DUNGEON_LIB_MONSTER_TEST_040,None,FALSE,0,,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,DUNGEON_LIB_MONSTER_TEST_040,None,FALSE,0,,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,DUNGEON_LIB_MONSTER_TEST_040,None,FALSE,0,,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,DUNGEON_LIB_MONSTER_TEST_040,None,FALSE,0,,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,DUNGEON_LIB_MONSTER_TEST_040,None,FALSE,0,,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,DUNGEON_LIB_MONSTER_TEST_040,None,FALSE,0,,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,DUNGEON_LIB_MONSTER_TEST_040,None,FALSE,0,,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,DUNGEON_LIB_MONSTER_TEST_040,None,FALSE,0,,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,DUNGEON_LIB_MONSTER_TEST_040,None,FALSE,0,,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,DUNGEON_LIB_MONSTER_TEST_040,None,FALSE,0,,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,DUNGEON_LIB_MONSTER_TEST_040,None,FALSE,0,,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,DUNGEON_LIB_MONSTER_TEST_040,None,FALSE,0,,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
DUNGEON_MANUAL_GENERATE_TEMPLATE_TEST_013,10023,道具怪物测试,I#G#G#G#G#G#G,,,,DUNGEON_LIB_MONSTER_BOSS_01,None,TRUE,1,DUNGEON_LIB_ITEMLIB_010,DUNGEON_LIB_EVENTLIB_THEME_001,F|F|F|F|F|F|F,4,4,90,5,190,120,4,160,1,1,1,1,1,1,1,1
,,,G#E#E#E#E#G#G,,,,DUNGEON_LIB_MONSTER_BOSS_02,DUNGEON_LIB_EFFECTLIB_ABILITY_016,TRUE,0,DUNGEON_LIB_ITEMLIB_010,DUNGEON_LIB_EVENTLIB_HELP_007,F|F|F|F|F|F|F,3,3,115,5,300,250,5,170,1,1,1,1,1,1,1,1
,,,G#E#M#G#G#G#G,,,,DUNGEON_LIB_MONSTER_BOSS_03,DUNGEON_LIB_EFFECTLIB_ABILITY_016,TRUE,0,DUNGEON_LIB_ITEMLIB_010,DUNGEON_LIB_EVENTLIB_HELP_008,F|F|F|F|F|F|F,3,3,140,7,350,220,6,180,1,1,1,1,1,1,1,1
,,,G#E#G#M#G#G#G,,,,DUNGEON_LIB_MONSTER_BOSS_04,DUNGEON_LIB_EFFECTLIB_ABILITY_016,TRUE,0,DUNGEON_LIB_ITEMLIB_010,DUNGEON_LIB_EVENTLIB_HOTSPRING_001,F|F|F|F|F|F|F,4,4,180,8,400,270,8,200,1,1,1,1,1,1,1,1
,,,G#G#G#G#M#G#G,,,,,None,FALSE,0,DUNGEON_LIB_ITEMLIB_010,DUNGEON_LIB_EVENTLIB_INQUIRY_005,F|F|F|F|F|F|F,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,G#G#G#G#G#M#G,,,,,None,FALSE,0,DUNGEON_LIB_ITEMLIB_010,DUNGEON_LIB_EVENTLIB_INQUIRY_006,F|F|F|F|F|F|F,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,G#G#G#G#G#G#O,,,,,None,FALSE,0,DUNGEON_LIB_ITEMLIB_010,,F|F|F|F|F|F|F,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,0,DUNGEON_LIB_ITEMLIB_010,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,0,DUNGEON_LIB_ITEMLIB_009,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,0,DUNGEON_LIB_ITEMLIB_009,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,0,DUNGEON_LIB_ITEMLIB_009,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,0,DUNGEON_LIB_ITEMLIB_009,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,0,DUNGEON_LIB_ITEMLIB_009,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_002,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_002,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_002,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_002,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,0,DUNGEON_LIB_ITEMLIB_021,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,0,DUNGEON_LIB_ITEMLIB_021,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,0,DUNGEON_LIB_ITEMLIB_021,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,0,DUNGEON_LIB_ITEMLIB_021,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,0,DUNGEON_LIB_ITEMLIB_021,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,0,DUNGEON_LIB_ITEMLIB_021,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,0,DUNGEON_LIB_ITEMLIB_021,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,0,DUNGEON_LIB_ITEMLIB_021,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,0,DUNGEON_LIB_ITEMLIB_021,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_002,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_002,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_002,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_002,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_002,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_002,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_002,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_002,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_002,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_002,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_002,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_002,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
DUNGEON_MANUAL_GENERATE_TEMPLATE_TEST_014,10024,沙漠测试,G#E#G#G#G,,,,DUNGEON_LIB_MONSTER_TEST_040,DUNGEON_LIB_EFFECTLIB_ABILITY_GROUP_004,FALSE,0,DUNGEON_LIB_ITEMLIB_022,DUNGEON_LIB_EVENT_THEME_ADVENTURER_SQUAD_1,F|F|F|F|F,5,5,40,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,M#G#E#G#G,,,,DUNGEON_LIB_MONSTER_TEST_040,DUNGEON_LIB_EFFECTLIB_ABILITY_GROUP_004,FALSE,1,DUNGEON_LIB_ITEMLIB_023,DUNGEON_LIB_EVENTLIB_BUBBLE_001,F|F|F|F|F,5,5,41,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,G#G#G#G#M,,,,DUNGEON_LIB_MONSTER_TEST_040,DUNGEON_LIB_EFFECTLIB_ABILITY_GROUP_004,FALSE,0,DUNGEON_LIB_ITEMLIB_024,,F|F|F|F|F,5,5,42,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,I#G#G#G#G,,,,,None,FALSE,0,DUNGEON_LIB_ITEMLIB_025,,F|F|F|F|F,5,5,43,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,G#G#M#G#O,,,,,None,FALSE,0,DUNGEON_LIB_ITEMLIB_022,,F|F|F|F|F,5,5,44,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,0,DUNGEON_LIB_ITEMLIB_023,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,0,DUNGEON_LIB_ITEMLIB_024,,,5,5,46,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,0,DUNGEON_LIB_ITEMLIB_025,,,5,5,47,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,0,DUNGEON_LIB_ITEMLIB_022,,,5,5,48,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,0,DUNGEON_LIB_ITEMLIB_023,,,5,5,49,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,0,DUNGEON_LIB_ITEMLIB_024,,,5,5,50,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,0,DUNGEON_LIB_ITEMLIB_025,,,5,5,51,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,0,DUNGEON_LIB_ITEMLIB_022,,,5,5,52,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,0,DUNGEON_LIB_ITEMLIB_023,,,5,5,53,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,0,DUNGEON_LIB_ITEMLIB_024,,,5,5,54,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,0,DUNGEON_LIB_ITEMLIB_025,,,5,5,55,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,0,DUNGEON_LIB_ITEMLIB_001,,,5,5,56,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,0,DUNGEON_LIB_ITEMLIB_001,,,5,5,57,4,0,0,1,0,1,1,1,1,1,1,1,1
DUNGEON_MANUAL_GENERATE_TEMPLATE_TEST_015,10025,冰川测试1,O#E#E#E#E,,,,DUNGEON_LIB_MONSTER_TEST_040,None,FALSE,1,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENT_THEME_GLACIER_BOSS_SLEEP_1,F|F|F|F|F,5,5,55,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,I#E#E#E#E,,,,DUNGEON_LIB_MONSTER_TEST_040,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_2,F|F|F|F|F,5,5,56,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,G#G#G#G#G,,,,DUNGEON_LIB_MONSTER_TEST_040,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_2,F|F|F|F|F,5,5,57,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,G#G#G#M#M,,,,DUNGEON_LIB_MONSTER_TEST_040,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_2,F|F|F|F|F,5,5,55,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,M#M#M#M#M,,,,DUNGEON_LIB_MONSTER_TEST_040,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_2,F|F|F|F|F,5,5,56,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,DUNGEON_LIB_MONSTER_TEST_040,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_2,,5,5,57,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,DUNGEON_LIB_MONSTER_TEST_040,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_2,,5,5,55,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_2,,5,5,56,4,0,0,1,0,1,1,1,1,1,1,1,1
DUNGEON_MANUAL_GENERATE_TEMPLATE_TEST_016,10026,冰川测试2,O#E#E#E#E,,,,DUNGEON_LIB_MONSTER_TEST_040,DUNGEON_LIB_EFFECT_THEME_GLACIER_WAKEUP_GET,FALSE,1,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_2,F|F|F|F|F,5,5,55,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,I#E#E#E#E,,,,DUNGEON_LIB_MONSTER_TEST_040,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_2,F|F|F|F|F,5,5,56,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,G#G#G#G#G,,,,DUNGEON_LIB_MONSTER_TEST_040,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_2,F|F|F|F|F,5,5,57,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,G#G#G#M#M,,,,DUNGEON_LIB_MONSTER_TEST_040,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_2,F|F|F|T|F,5,5,55,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,M#M#M#M#M,,,,DUNGEON_LIB_MONSTER_TEST_040,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_2,F|F|F|F|F,5,5,56,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,DUNGEON_LIB_MONSTER_TEST_040,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_2,,5,5,57,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,DUNGEON_LIB_MONSTER_TEST_040,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_2,,5,5,55,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,,None,FALSE,0,DUNGEON_LIB_ITEMLIB_GROUP_001,DUNGEON_LIB_EVENT_HELP_THEME_GROUP_2,,5,5,56,4,0,0,1,0,1,1,1,1,1,1,1,1
DUNGEON_MANUAL_GENERATE_TEMPLATE_TEST_017,10027,冰川测试3,M#N#N#M#N#N#M,,,,DUNGEON_LIB_MONSTER_TEST_040,None,TRUE,1,,DUNGEON_LIB_EVENT_THEME_GLACIER_BOSS_SLEEP_1,T|F|F|T|F|F|T,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,N#M#N#M#N#M#N,,,,DUNGEON_LIB_MONSTER_TEST_040,None,FALSE,0,,,F|T|F|T|F|T|F,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,N#N#I#N#N#N#N,,,,DUNGEON_LIB_MONSTER_TEST_040,None,FALSE,0,,,F|F|T|T|F|F|F,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,M#M#N#E#N#M#M,,,,DUNGEON_LIB_MONSTER_TEST_040,None,FALSE,0,,,T|T|F|T|F|T|T,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,N#N#N#N#O#N#N,,,,DUNGEON_LIB_MONSTER_TEST_040,None,FALSE,0,,,F|F|F|F|F|F|F,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,N#M#N#M#N#M#N,,,,DUNGEON_LIB_MONSTER_TEST_040,None,FALSE,0,,,F|T|F|T|F|T|F,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,M#N#N#M#N#N#M,,,,DUNGEON_LIB_MONSTER_TEST_040,None,FALSE,0,,,T|F|F|T|F|F|T,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,DUNGEON_LIB_MONSTER_TEST_040,None,FALSE,0,,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,DUNGEON_LIB_MONSTER_TEST_040,None,FALSE,0,,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,DUNGEON_LIB_MONSTER_TEST_040,None,FALSE,0,,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,DUNGEON_LIB_MONSTER_TEST_040,None,FALSE,0,,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,DUNGEON_LIB_MONSTER_TEST_040,None,FALSE,0,,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,DUNGEON_LIB_MONSTER_TEST_040,None,FALSE,0,,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,DUNGEON_LIB_MONSTER_TEST_040,None,FALSE,0,,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,DUNGEON_LIB_MONSTER_TEST_040,None,FALSE,0,,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
,,,,,,,DUNGEON_LIB_MONSTER_TEST_040,None,FALSE,0,,,,5,5,45,4,0,0,1,0,1,1,1,1,1,1,1,1
