_ID,_VALUE,Stage:int[],Star:int[],ItemCost1:id,ItemNum1:obsint[],ItemCost2:id[],ItemNum2:obsint[],StarFactor1:decimal[],StarFactor2:decimal[],AttrUpPercentage:int[],StagePotentialType:string[][],StagePotentialNum:int[][],UISpriteIcon:string[],TitleKey:loc[],Skill1Id:id,Skill1Level:int[],Skill2Id:id,Skill2Level:int[],Skill3Id:id,Skill3Level:int[],SuperEvolove:string[],PetNum:int[],PreDes:loc[][],UnlockElement:int[]
,,2,3,,0,ITEM_PET_EVOLVE_STONE,900,1.21,1.2,10,None,0,ICON_Potential_Evolution,LOC_CSV_PETEVOLVE_POTENTIAL,,1,,1,,1,0,2,LOC_MONSTER_EVOLVE_PASSIVE_SKILLS_2_UNLOCK,0
,,3,3,,3,ITEM_PET_EVOLVE_STONE,400,1.21,1.2,0,HP,1520,ICON_Potential_Health,LOC_CSV_PETEVOLVE_ATTACK_POTENTIAL,,1,,1,,1,0,2,LOC_MONSTER_EVOLVE_MAX_LEVEL,0
,,3,3,,3,ITEM_PET_EVOLVE_STONE,400,1.21,1.2,0,Damage,80,ICON_Potential_Attack,LOC_CSV_PETEVOLVE_DEFENSE_POTENTIAL,,1,,1,,1,0,2,LOC_MONSTER_EVOLVE_MAX_LEVEL,0
,,3,4,,12,ITEM_PET_EVOLVE_STONE,1200,1.39,1.3,15,None,0,ICON_Potential_Evolution,LOC_CSV_PETEVOLVE_POTENTIAL,,1,,1,,1,1,3,LOC_MONSTER_EVOLVE_SUPER_EVOLOVE_2,0
,,4,4,,5,ITEM_PET_EVOLVE_STONE,800,1.39,1.3,0,HP,1730,ICON_Potential_Health,LOC_CSV_PETEVOLVE_ATTACK_POTENTIAL,,1,,1,,1,1,3,LOC_MONSTER_EVOLVE_MAX_LEVEL,0
,,4,4,,5,ITEM_PET_EVOLVE_STONE,800,1.39,1.3,0,Damage,100,ICON_Potential_Attack,LOC_CSV_PETEVOLVE_DEFENSE_POTENTIAL,,1,,1,,1,1,3,LOC_MONSTER_EVOLVE_MAX_LEVEL,0
,,4,5,,20,ITEM_PET_EVOLVE_STONE,2500,1.6,1.4,15,None,0,ICON_Potential_Evolution,LOC_CSV_PETEVOLVE_POTENTIAL,,2,,1,,1,1,3,LOC_MONSTER_EVOLVE_TALENT_UPGRADE,0
,,5,5,,8,ITEM_PET_EVOLVE_STONE,1200,1.6,1.4,0,HP,1940,ICON_Potential_Health,LOC_CSV_PETEVOLVE_ATTACK_POTENTIAL,,2,,1,,1,1,3,LOC_MONSTER_EVOLVE_MAX_LEVEL,0
,,5,5,,8,ITEM_PET_EVOLVE_STONE,1200,1.6,1.4,0,Damage,120,ICON_Potential_Attack,LOC_CSV_PETEVOLVE_DEFENSE_POTENTIAL,,2,,1,,1,1,3,LOC_MONSTER_EVOLVE_MAX_LEVEL,0
,,5,5,,8,ITEM_PET_EVOLVE_STONE,1200,1.6,1.4,0,HP,2080,ICON_Potential_Health,LOC_CSV_PETEVOLVE_LIFT_POTENTIAL,,2,,1,,1,1,3,LOC_MONSTER_EVOLVE_MAX_LEVEL,0
,,5,6,,32,ITEM_PET_EVOLVE_STONE,3500,1.92,1.5,20,None,0,ICON_Potential_Evolution,LOC_CSV_PETEVOLVE_POTENTIAL,,2,,2,,1,1,3,LOC_MONSTER_EVOLVE_PASSIVE_SKILLS_1_UPGRADE,0
,,6,6,,10,ITEM_PET_EVOLVE_STONE,2500,1.92,1.5,0,HP,2210,ICON_Potential_Health,LOC_CSV_PETEVOLVE_ATTACK_POTENTIAL,,2,,2,,1,1,3,LOC_MONSTER_EVOLVE_MAX_LEVEL,0
,,6,6,,10,ITEM_PET_EVOLVE_STONE,2500,1.92,1.5,0,Damage,150,ICON_Potential_Attack,LOC_CSV_PETEVOLVE_DEFENSE_POTENTIAL,,2,,2,,1,1,3,LOC_MONSTER_EVOLVE_MAX_LEVEL,0
,,6,6,,10,ITEM_PET_EVOLVE_STONE,2500,1.92,1.5,0,HP,2420,ICON_Potential_Health,LOC_CSV_PETEVOLVE_LIFT_POTENTIAL,,2,,2,,1,1,3,LOC_MONSTER_EVOLVE_MAX_LEVEL,0
,,6,7,,40,ITEM_PET_EVOLVE_STONE,7500,2.3,1.7,20,None,0,ICON_Potential_Evolution,LOC_CSV_PETEVOLVE_POTENTIAL,,2,,2,,2,1,3,LOC_MONSTER_EVOLVE_PASSIVE_SKILLS_2_UPGRADE,0
,,7,7,,12,ITEM_PET_EVOLVE_STONE,3500,2.3,1.7,0,Damage,180,ICON_Potential_Attack,LOC_CSV_PETEVOLVE_ATTACK_POTENTIAL,,2,,2,,2,1,3,LOC_MONSTER_EVOLVE_MAX_LEVEL,0
,,7,7,,12,ITEM_PET_EVOLVE_STONE,3500,2.3,1.7,0,HP,2630,ICON_Potential_Health,LOC_CSV_PETEVOLVE_DEFENSE_POTENTIAL,,2,,2,,2,1,3,LOC_MONSTER_EVOLVE_MAX_LEVEL,0
,,7,7,,12,ITEM_PET_EVOLVE_STONE,3500,2.3,1.7,0,Damage,200,ICON_Potential_Attack,LOC_CSV_PETEVOLVE_LIFT_POTENTIAL,,2,,2,,2,1,3,LOC_MONSTER_EVOLVE_MAX_LEVEL,0
,,7,7,,12,ITEM_PET_EVOLVE_STONE,3500,2.3,1.7,0,HP,2770,ICON_Potential_Health,LOC_CSV_PETEVOLVE_DEFENSE_POTENTIAL,,2,,2,,2,1,3,LOC_MONSTER_EVOLVE_MAX_LEVEL,0
,,7,8,,48,ITEM_PET_EVOLVE_STONE,10000,2.76,1.9,20,None,0,ICON_Potential_Evolution,LOC_CSV_PETEVOLVE_POTENTIAL,,3,,2,,2,1,3,LOC_MONSTER_EVOLVE_TALENT_UPGRADE,0
,,8,8,,15,ITEM_PET_EVOLVE_STONE,5000,2.76,1.9,0,Damage,220,ICON_Potential_Attack,LOC_CSV_PETEVOLVE_ATTACK_POTENTIAL,,3,,2,,2,1,3,LOC_MONSTER_EVOLVE_MAX_LEVEL,0
,,8,8,,15,ITEM_PET_EVOLVE_STONE,5000,2.76,1.9,0,HP,3110,ICON_Potential_Health,LOC_CSV_PETEVOLVE_DEFENSE_POTENTIAL,,3,,2,,2,1,3,LOC_MONSTER_EVOLVE_MAX_LEVEL,0
,,8,8,,15,ITEM_PET_EVOLVE_STONE,5000,2.76,1.9,0,Damage,250,ICON_Potential_Attack,LOC_CSV_PETEVOLVE_LIFT_POTENTIAL,,3,,2,,2,1,3,LOC_MONSTER_EVOLVE_MAX_LEVEL,0
,,8,8,,15,ITEM_PET_EVOLVE_STONE,5000,2.76,1.9,0,HP,3460,ICON_Potential_Health,LOC_CSV_PETEVOLVE_DEFENSE_POTENTIAL,,3,,2,,2,1,3,LOC_MONSTER_EVOLVE_MAX_LEVEL,0
,,8,9,,60,ITEM_PET_EVOLVE_STONE,15000,3.32,2.2,20,None,0,ICON_Potential_Evolution,LOC_CSV_PETEVOLVE_POTENTIAL,,3,,2,,2,2,4,LOC_MONSTER_EVOLVE_SUPER_EVOLOVE_2,0
,,9,9,,20,ITEM_PET_EVOLVE_STONE,13500,3.32,2.2,0,Damage,280,ICON_Potential_Attack,LOC_CSV_PETEVOLVE_ATTACK_POTENTIAL,,3,,2,,2,2,4,LOC_MONSTER_EVOLVE_MAX_LEVEL,0
,,9,9,,20,ITEM_PET_EVOLVE_STONE,13500,3.32,2.2,0,HP,4150,ICON_Potential_Health,LOC_CSV_PETEVOLVE_DEFENSE_POTENTIAL,,3,,2,,2,2,4,LOC_MONSTER_EVOLVE_MAX_LEVEL,0
,,9,9,,20,ITEM_PET_EVOLVE_STONE,13500,3.32,2.2,0,Damage,300,ICON_Potential_Attack,LOC_CSV_PETEVOLVE_LIFT_POTENTIAL,,3,,2,,2,2,4,LOC_MONSTER_EVOLVE_MAX_LEVEL,0
,,9,9,,20,ITEM_PET_EVOLVE_STONE,13500,3.32,2.2,0,HP,5190,ICON_Potential_Health,LOC_CSV_PETEVOLVE_DEFENSE_POTENTIAL,,3,,2,,2,2,4,LOC_MONSTER_EVOLVE_MAX_LEVEL,0
,,9,9,,20,ITEM_PET_EVOLVE_STONE,13500,3.32,2.2,0,Damage,450,ICON_Potential_Attack,LOC_CSV_PETEVOLVE_ATTACK_POTENTIAL,,3,,2,,2,2,4,LOC_MONSTER_EVOLVE_MAX_LEVEL,0
,,9,10,,80,ITEM_PET_EVOLVE_STONE,80000,4,2.5,20,None,0,ICON_Potential_Evolution,LOC_CSV_PETEVOLVE_POTENTIAL,,3,,3,,3,2,4,LOC_MONSTER_EVOLVE_TALENT_UPGRADE#LOC_MONSTER_EVOLVE_PASSIVE_SKILLS_UPGRADE,0
,,10,10,,100,ITEM_PET_EVOLVE_STONE,30000,4,2.5,0,HP,8700,ICON_Potential_Attack,LOC_CSV_PETEVOLVE_ATTACK_POTENTIAL,,3,,3,,3,2,4,LOC_SCROLL_EVOLVE_ATTRIBUTES_UP,0
,,10,10,,120,ITEM_PET_EVOLVE_STONE,40000,4,2.5,0,Damage,450,ICON_Potential_Health,LOC_CSV_PETEVOLVE_DEFENSE_POTENTIAL,,3,,3,,3,2,4,LOC_SCROLL_EVOLVE_ATTRIBUTES_UP,0
,,10,10,,140,ITEM_PET_EVOLVE_STONE,50000,4,2.5,0,HP,12100,ICON_Potential_Attack,LOC_CSV_PETEVOLVE_LIFT_POTENTIAL,,3,,3,,3,2,4,LOC_SCROLL_EVOLVE_ATTRIBUTES_UP,0
,,10,10,,160,ITEM_PET_EVOLVE_STONE,60000,4,2.5,0,Damage,550,ICON_Potential_Health,LOC_CSV_PETEVOLVE_DEFENSE_POTENTIAL,,3,,3,,3,2,4,LOC_SCROLL_EVOLVE_ATTRIBUTES_UP,0
,,10,10,,180,ITEM_PET_EVOLVE_STONE,70000,4,2.5,0,HP,15900,ICON_Potential_Attack,LOC_CSV_PETEVOLVE_ATTACK_POTENTIAL,,3,,3,,3,2,4,LOC_SCROLL_EVOLVE_ATTRIBUTES_UP,0
,,10,11,,500,ITEM_PET_EVOLVE_STONE,200000,6,2.5,50,Damage,650,ICON_Potential_Evolution,LOC_CSV_PETEVOLVE_POTENTIAL,,3,,3,,3,2,4,LOC_SCROLL_EVOLVE_ATTRIBUTES_UP,0
SCROLL_PET_EVOLVE_MUKA,13,0,1,ITEM_SCROLL_EMBLEM_MUKA,30,None,0,1,1,0,None,0,None,LOC_CSV_PETEVOLVE_POTENTIAL,PASSIVE_THE_SKIN_OF_LIVE,1,PASSIVE_THE_BLOOD_OF_GREED,0,PASSIVE_SILENCE_BREEZE,0,0,2,LOC_MONSTER_EVOLVE_MAX_LEVEL,0
,,1,1,,0,ITEM_PET_EVOLVE_STONE,72,1,1,0,HP,1380,ICON_Potential_Health,LOC_CSV_PETEVOLVE_DEFENSE_POTENTIAL,,1,,0,,0,0,2,LOC_MONSTER_EVOLVE_MAX_LEVEL,0
,,1,2,,0,ITEM_PET_EVOLVE_STONE,135,1.1,1.1,10,None,0,ICON_Potential_Evolution,LOC_CSV_PETEVOLVE_POTENTIAL,,1,,1,,0,0,2,LOC_MONSTER_EVOLVE_PASSIVE_SKILLS_1_UNLOCK,0
,,2,2,,0,ITEM_PET_EVOLVE_STONE,270,1.1,1.1,0,Damage,33,ICON_Potential_Attack,LOC_CSV_PETEVOLVE_LIFT_POTENTIAL,,1,,1,,0,0,2,LOC_MONSTER_EVOLVE_MAX_LEVEL,0
,,2,3,,0,ITEM_PET_EVOLVE_STONE,810,1.21,1.2,10,None,0,ICON_Potential_Evolution,LOC_CSV_PETEVOLVE_POTENTIAL,,1,,1,,1,0,2,LOC_MONSTER_EVOLVE_PASSIVE_SKILLS_2_UNLOCK,0
,,3,3,,3,ITEM_PET_EVOLVE_STONE,360,1.21,1.2,0,HP,1520,ICON_Potential_Health,LOC_CSV_PETEVOLVE_ATTACK_POTENTIAL,,1,,1,,1,0,2,LOC_MONSTER_EVOLVE_MAX_LEVEL,0
,,3,3,,3,ITEM_PET_EVOLVE_STONE,360,1.21,1.2,0,Damage,54,ICON_Potential_Attack,LOC_CSV_PETEVOLVE_DEFENSE_POTENTIAL,,1,,1,,1,0,2,LOC_MONSTER_EVOLVE_MAX_LEVEL,0
,,3,4,,12,ITEM_PET_EVOLVE_STONE,1080,1.39,1.3,15,None,0,ICON_Potential_Evolution,LOC_CSV_PETEVOLVE_POTENTIAL,,1,,1,,1,1,3,LOC_MONSTER_EVOLVE_SUPER_EVOLOVE_2,0
,,4,4,,5,ITEM_PET_EVOLVE_STONE,720,1.39,1.3,0,HP,1730,ICON_Potential_Health,LOC_CSV_PETEVOLVE_ATTACK_POTENTIAL,,1,,1,,1,1,3,LOC_MONSTER_EVOLVE_MAX_LEVEL,0
,,4,4,,5,ITEM_PET_EVOLVE_STONE,720,1.39,1.3,0,Damage,67,ICON_Potential_Attack,LOC_CSV_PETEVOLVE_DEFENSE_POTENTIAL,,1,,1,,1,1,3,LOC_MONSTER_EVOLVE_MAX_LEVEL,0
,,4,5,,20,ITEM_PET_EVOLVE_STONE,2250,1.6,1.4,15,None,0,ICON_Potential_Evolution,LOC_CSV_PETEVOLVE_POTENTIAL,,2,,1,,1,1,3,LOC_MONSTER_EVOLVE_TALENT_UPGRADE,0
,,5,5,,8,ITEM_PET_EVOLVE_STONE,1080,1.6,1.4,0,HP,1940,ICON_Potential_Health,LOC_CSV_PETEVOLVE_ATTACK_POTENTIAL,,2,,1,,1,1,3,LOC_MONSTER_EVOLVE_MAX_LEVEL,0
,,5,5,,8,ITEM_PET_EVOLVE_STONE,1080,1.6,1.4,0,Damage,80,ICON_Potential_Attack,LOC_CSV_PETEVOLVE_DEFENSE_POTENTIAL,,2,,1,,1,1,3,LOC_MONSTER_EVOLVE_MAX_LEVEL,0
,,5,5,,8,ITEM_PET_EVOLVE_STONE,1080,1.6,1.4,0,HP,2080,ICON_Potential_Health,LOC_CSV_PETEVOLVE_LIFT_POTENTIAL,,2,,1,,1,1,3,LOC_MONSTER_EVOLVE_MAX_LEVEL,0
,,5,6,,32,ITEM_PET_EVOLVE_STONE,3150,1.92,1.5,20,None,0,ICON_Potential_Evolution,LOC_CSV_PETEVOLVE_POTENTIAL,,2,,2,,1,1,3,LOC_MONSTER_EVOLVE_PASSIVE_SKILLS_1_UPGRADE,0
,,6,6,,10,ITEM_PET_EVOLVE_STONE,2250,1.92,1.5,0,HP,2210,ICON_Potential_Health,LOC_CSV_PETEVOLVE_ATTACK_POTENTIAL,,2,,2,,1,1,3,LOC_MONSTER_EVOLVE_MAX_LEVEL,0
,,6,6,,10,ITEM_PET_EVOLVE_STONE,2250,1.92,1.5,0,Damage,100,ICON_Potential_Attack,LOC_CSV_PETEVOLVE_DEFENSE_POTENTIAL,,2,,2,,1,1,3,LOC_MONSTER_EVOLVE_MAX_LEVEL,0
,,6,6,,10,ITEM_PET_EVOLVE_STONE,2250,1.92,1.5,0,HP,2420,ICON_Potential_Health,LOC_CSV_PETEVOLVE_LIFT_POTENTIAL,,2,,2,,1,1,3,LOC_MONSTER_EVOLVE_MAX_LEVEL,0
,,6,7,,40,ITEM_PET_EVOLVE_STONE,6750,2.3,1.7,20,None,0,ICON_Potential_Evolution,LOC_CSV_PETEVOLVE_POTENTIAL,,2,,2,,2,1,3,LOC_MONSTER_EVOLVE_PASSIVE_SKILLS_2_UPGRADE,0
,,7,7,,12,ITEM_PET_EVOLVE_STONE,3150,2.3,1.7,0,Damage,120,ICON_Potential_Attack,LOC_CSV_PETEVOLVE_ATTACK_POTENTIAL,,2,,2,,2,1,3,LOC_MONSTER_EVOLVE_MAX_LEVEL,0
,,7,7,,12,ITEM_PET_EVOLVE_STONE,3150,2.3,1.7,0,HP,2630,ICON_Potential_Health,LOC_CSV_PETEVOLVE_DEFENSE_POTENTIAL,,2,,2,,2,1,3,LOC_MONSTER_EVOLVE_MAX_LEVEL,0
,,7,7,,12,ITEM_PET_EVOLVE_STONE,3150,2.3,1.7,0,Damage,134,ICON_Potential_Attack,LOC_CSV_PETEVOLVE_LIFT_POTENTIAL,,2,,2,,2,1,3,LOC_MONSTER_EVOLVE_MAX_LEVEL,0
,,7,7,,12,ITEM_PET_EVOLVE_STONE,3150,2.3,1.7,0,HP,2770,ICON_Potential_Health,LOC_CSV_PETEVOLVE_DEFENSE_POTENTIAL,,2,,2,,2,1,3,LOC_MONSTER_EVOLVE_MAX_LEVEL,0
,,7,8,,48,ITEM_PET_EVOLVE_STONE,9000,2.76,1.9,20,None,0,ICON_Potential_Evolution,LOC_CSV_PETEVOLVE_POTENTIAL,,3,,2,,2,1,3,LOC_MONSTER_EVOLVE_TALENT_UPGRADE,0
,,8,8,,15,ITEM_PET_EVOLVE_STONE,4500,2.76,1.9,0,Damage,147,ICON_Potential_Attack,LOC_CSV_PETEVOLVE_ATTACK_POTENTIAL,,3,,2,,2,1,3,LOC_MONSTER_EVOLVE_MAX_LEVEL,0
,,8,8,,15,ITEM_PET_EVOLVE_STONE,4500,2.76,1.9,0,HP,3110,ICON_Potential_Health,LOC_CSV_PETEVOLVE_DEFENSE_POTENTIAL,,3,,2,,2,1,3,LOC_MONSTER_EVOLVE_MAX_LEVEL,0
,,8,8,,15,ITEM_PET_EVOLVE_STONE,4500,2.76,1.9,0,Damage,167,ICON_Potential_Attack,LOC_CSV_PETEVOLVE_LIFT_POTENTIAL,,3,,2,,2,1,3,LOC_MONSTER_EVOLVE_MAX_LEVEL,0
,,8,8,,15,ITEM_PET_EVOLVE_STONE,4500,2.76,1.9,0,HP,3460,ICON_Potential_Health,LOC_CSV_PETEVOLVE_DEFENSE_POTENTIAL,,3,,2,,2,1,3,LOC_MONSTER_EVOLVE_MAX_LEVEL,0
,,8,9,,60,ITEM_PET_EVOLVE_STONE,13500,3.32,2.2,20,None,0,ICON_Potential_Evolution,LOC_CSV_PETEVOLVE_POTENTIAL,,3,,2,,2,2,4,LOC_MONSTER_EVOLVE_SUPER_EVOLOVE_2,0
,,9,9,,20,ITEM_PET_EVOLVE_STONE,12150,3.32,2.2,0,Damage,187,ICON_Potential_Attack,LOC_CSV_PETEVOLVE_ATTACK_POTENTIAL,,3,,2,,2,2,4,LOC_MONSTER_EVOLVE_MAX_LEVEL,0
,,9,9,,20,ITEM_PET_EVOLVE_STONE,12150,3.32,2.2,0,HP,4150,ICON_Potential_Health,LOC_CSV_PETEVOLVE_DEFENSE_POTENTIAL,,3,,2,,2,2,4,LOC_MONSTER_EVOLVE_MAX_LEVEL,0
,,9,9,,20,ITEM_PET_EVOLVE_STONE,12150,3.32,2.2,0,Damage,201,ICON_Potential_Attack,LOC_CSV_PETEVOLVE_LIFT_POTENTIAL,,3,,2,,2,2,4,LOC_MONSTER_EVOLVE_MAX_LEVEL,0
,,9,9,,20,ITEM_PET_EVOLVE_STONE,12150,3.32,2.2,0,HP,5190,ICON_Potential_Health,LOC_CSV_PETEVOLVE_DEFENSE_POTENTIAL,,3,,2,,2,2,4,LOC_MONSTER_EVOLVE_MAX_LEVEL,0
,,9,9,,20,ITEM_PET_EVOLVE_STONE,12150,3.32,2.2,0,Damage,301,ICON_Potential_Attack,LOC_CSV_PETEVOLVE_ATTACK_POTENTIAL,,3,,2,,2,2,4,LOC_MONSTER_EVOLVE_MAX_LEVEL,0
,,9,10,,80,ITEM_PET_EVOLVE_STONE,72000,4,2.5,20,None,0,ICON_Potential_Evolution,LOC_CSV_PETEVOLVE_POTENTIAL,,3,,3,,3,2,4,LOC_MONSTER_EVOLVE_TALENT_UPGRADE#LOC_MONSTER_EVOLVE_PASSIVE_SKILLS_UPGRADE,0
,,10,10,,100,ITEM_PET_EVOLVE_STONE,30000,4,2.5,0,HP,7830,ICON_Potential_Attack,LOC_CSV_PETEVOLVE_ATTACK_POTENTIAL,,3,,3,,3,2,4,LOC_SCROLL_EVOLVE_ATTRIBUTES_UP,0
,,10,10,,120,ITEM_PET_EVOLVE_STONE,40000,4,2.5,0,Damage,270,ICON_Potential_Health,LOC_CSV_PETEVOLVE_DEFENSE_POTENTIAL,,3,,3,,3,2,4,LOC_SCROLL_EVOLVE_ATTRIBUTES_UP,0
,,10,10,,140,ITEM_PET_EVOLVE_STONE,50000,4,2.5,0,HP,10890,ICON_Potential_Attack,LOC_CSV_PETEVOLVE_LIFT_POTENTIAL,,3,,3,,3,2,4,LOC_SCROLL_EVOLVE_ATTRIBUTES_UP,0
,,10,10,,160,ITEM_PET_EVOLVE_STONE,60000,4,2.5,0,Damage,333,ICON_Potential_Health,LOC_CSV_PETEVOLVE_DEFENSE_POTENTIAL,,3,,3,,3,2,4,LOC_SCROLL_EVOLVE_ATTRIBUTES_UP,0
,,10,10,,180,ITEM_PET_EVOLVE_STONE,70000,4,2.5,0,HP,14310,ICON_Potential_Attack,LOC_CSV_PETEVOLVE_ATTACK_POTENTIAL,,3,,3,,3,2,4,LOC_SCROLL_EVOLVE_ATTRIBUTES_UP,0
,,10,11,,500,ITEM_PET_EVOLVE_STONE,200000,6,2.5,50,Damage,387,ICON_Potential_Evolution,LOC_CSV_PETEVOLVE_POTENTIAL,,3,,3,,3,2,4,LOC_SCROLL_EVOLVE_ATTRIBUTES_UP,0
SCROLL_PET_EVOLVE_WHISPER,14,0,1,ITEM_SCROLL_EMBLEM_WHISPER,30,None,0,1,1,0,None,0,None,LOC_CSV_PETEVOLVE_POTENTIAL,PASSIVE_BLOOD_MAGIC_KNIFE,1,PASSIVE_INSTANT_PRESSURIZATION,0,PASSIVE_CHANGE_ORDER,0,0,2,LOC_MONSTER_EVOLVE_MAX_LEVEL,0
,,1,1,,0,ITEM_PET_EVOLVE_STONE,72,1,1,0,HP,1660,ICON_Potential_Health,LOC_CSV_PETEVOLVE_DEFENSE_POTENTIAL,,1,,0,,0,0,2,LOC_MONSTER_EVOLVE_MAX_LEVEL,0
,,1,2,,0,ITEM_PET_EVOLVE_STONE,135,1.1,1.1,10,None,0,ICON_Potential_Evolution,LOC_CSV_PETEVOLVE_POTENTIAL,,1,,1,,0,0,2,LOC_MONSTER_EVOLVE_PASSIVE_SKILLS_1_UNLOCK,0
,,2,2,,0,ITEM_PET_EVOLVE_STONE,270,1.1,1.1,0,Damage,43,ICON_Potential_Attack,LOC_CSV_PETEVOLVE_LIFT_POTENTIAL,,1,,1,,0,0,2,LOC_MONSTER_EVOLVE_MAX_LEVEL,0
,,2,3,,0,ITEM_PET_EVOLVE_STONE,810,1.21,1.2,10,None,0,ICON_Potential_Evolution,LOC_CSV_PETEVOLVE_POTENTIAL,,1,,1,,1,0,2,LOC_MONSTER_EVOLVE_PASSIVE_SKILLS_2_UNLOCK,0
,,3,3,,3,ITEM_PET_EVOLVE_STONE,360,1.21,1.2,0,HP,1830,ICON_Potential_Health,LOC_CSV_PETEVOLVE_ATTACK_POTENTIAL,,1,,1,,1,0,2,LOC_MONSTER_EVOLVE_MAX_LEVEL,0
,,3,3,,3,ITEM_PET_EVOLVE_STONE,360,1.21,1.2,0,Damage,68,ICON_Potential_Attack,LOC_CSV_PETEVOLVE_DEFENSE_POTENTIAL,,1,,1,,1,0,2,LOC_MONSTER_EVOLVE_MAX_LEVEL,0
,,3,4,,12,ITEM_PET_EVOLVE_STONE,1080,1.39,1.3,15,None,0,ICON_Potential_Evolution,LOC_CSV_PETEVOLVE_POTENTIAL,,1,,1,,1,1,3,LOC_MONSTER_EVOLVE_SUPER_EVOLOVE_2,0
,,4,4,,5,ITEM_PET_EVOLVE_STONE,720,1.39,1.3,0,HP,2080,ICON_Potential_Health,LOC_CSV_PETEVOLVE_ATTACK_POTENTIAL,,1,,1,,1,1,3,LOC_MONSTER_EVOLVE_MAX_LEVEL,0
,,4,4,,5,ITEM_PET_EVOLVE_STONE,720,1.39,1.3,0,Damage,86,ICON_Potential_Attack,LOC_CSV_PETEVOLVE_DEFENSE_POTENTIAL,,1,,1,,1,1,3,LOC_MONSTER_EVOLVE_MAX_LEVEL,0
,,4,5,,20,ITEM_PET_EVOLVE_STONE,2250,1.6,1.4,15,None,0,ICON_Potential_Evolution,LOC_CSV_PETEVOLVE_POTENTIAL,,2,,1,,1,1,3,LOC_MONSTER_EVOLVE_TALENT_UPGRADE,0
,,5,5,,8,ITEM_PET_EVOLVE_STONE,1080,1.6,1.4,0,HP,2330,ICON_Potential_Health,LOC_CSV_PETEVOLVE_ATTACK_POTENTIAL,,2,,1,,1,1,3,LOC_MONSTER_EVOLVE_MAX_LEVEL,0
,,5,5,,8,ITEM_PET_EVOLVE_STONE,1080,1.6,1.4,0,Damage,103,ICON_Potential_Attack,LOC_CSV_PETEVOLVE_DEFENSE_POTENTIAL,,2,,1,,1,1,3,LOC_MONSTER_EVOLVE_MAX_LEVEL,0
,,5,5,,8,ITEM_PET_EVOLVE_STONE,1080,1.6,1.4,0,HP,2490,ICON_Potential_Health,LOC_CSV_PETEVOLVE_LIFT_POTENTIAL,,2,,1,,1,1,3,LOC_MONSTER_EVOLVE_MAX_LEVEL,0
,,5,6,,32,ITEM_PET_EVOLVE_STONE,3150,1.92,1.5,20,None,0,ICON_Potential_Evolution,LOC_CSV_PETEVOLVE_POTENTIAL,,2,,2,,1,1,3,LOC_MONSTER_EVOLVE_PASSIVE_SKILLS_1_UPGRADE,0
,,6,6,,10,ITEM_PET_EVOLVE_STONE,2250,1.92,1.5,0,HP,2660,ICON_Potential_Health,LOC_CSV_PETEVOLVE_ATTACK_POTENTIAL,,2,,2,,1,1,3,LOC_MONSTER_EVOLVE_MAX_LEVEL,0
,,6,6,,10,ITEM_PET_EVOLVE_STONE,2250,1.92,1.5,0,Damage,128,ICON_Potential_Attack,LOC_CSV_PETEVOLVE_DEFENSE_POTENTIAL,,2,,2,,1,1,3,LOC_MONSTER_EVOLVE_MAX_LEVEL,0
,,6,6,,10,ITEM_PET_EVOLVE_STONE,2250,1.92,1.5,0,HP,2910,ICON_Potential_Health,LOC_CSV_PETEVOLVE_LIFT_POTENTIAL,,2,,2,,1,1,3,LOC_MONSTER_EVOLVE_MAX_LEVEL,0
,,6,7,,40,ITEM_PET_EVOLVE_STONE,6750,2.3,1.7,20,None,0,ICON_Potential_Evolution,LOC_CSV_PETEVOLVE_POTENTIAL,,2,,2,,2,1,3,LOC_MONSTER_EVOLVE_PASSIVE_SKILLS_2_UPGRADE,0
,,7,7,,12,ITEM_PET_EVOLVE_STONE,3150,2.3,1.7,0,Damage,154,ICON_Potential_Attack,LOC_CSV_PETEVOLVE_ATTACK_POTENTIAL,,2,,2,,2,1,3,LOC_MONSTER_EVOLVE_MAX_LEVEL,0
,,7,7,,12,ITEM_PET_EVOLVE_STONE,3150,2.3,1.7,0,HP,3160,ICON_Potential_Health,LOC_CSV_PETEVOLVE_DEFENSE_POTENTIAL,,2,,2,,2,1,3,LOC_MONSTER_EVOLVE_MAX_LEVEL,0
,,7,7,,12,ITEM_PET_EVOLVE_STONE,3150,2.3,1.7,0,Damage,171,ICON_Potential_Attack,LOC_CSV_PETEVOLVE_LIFT_POTENTIAL,,2,,2,,2,1,3,LOC_MONSTER_EVOLVE_MAX_LEVEL,0
,,7,7,,12,ITEM_PET_EVOLVE_STONE,3150,2.3,1.7,0,HP,3320,ICON_Potential_Health,LOC_CSV_PETEVOLVE_DEFENSE_POTENTIAL,,2,,2,,2,1,3,LOC_MONSTER_EVOLVE_MAX_LEVEL,0
,,7,8,,48,ITEM_PET_EVOLVE_STONE,9000,2.76,1.9,20,None,0,ICON_Potential_Evolution,LOC_CSV_PETEVOLVE_POTENTIAL,,3,,2,,2,1,3,LOC_MONSTER_EVOLVE_TALENT_UPGRADE,0
